,date,province,confirmed,cured,dead,nowc
6469,2020-07-28,河北省,349,343,6,0
6470,2020-07-28,山西省,201,201,0,0
6471,2020-07-28,内蒙古自治区,258,244,1,13
6472,2020-07-28,辽宁省,209,160,2,47
6473,2020-07-28,吉林省,157,153,2,2
6474,2020-07-28,黑龙江省,947,934,13,0
6475,2020-07-28,上海市,743,719,7,17
6476,2020-07-28,江苏省,655,654,0,1
6477,2020-07-28,浙江省,1270,1268,1,1
6478,2020-07-28,安徽省,991,985,6,0
6479,2020-07-28,福建省,366,361,1,4
6480,2020-07-28,江西省,932,931,1,0
6481,2020-07-28,山东省,799,785,7,7
6482,2020-07-28,河南省,1276,1254,22,0
6483,2020-07-28,湖北省,68135,63623,4512,0
6484,2020-07-28,湖南省,1019,1015,4,0
6485,2020-07-28,广东省,1672,1645,8,19
6486,2020-07-28,广西壮族自治区,255,253,2,0
6487,2020-07-28,海南省,171,165,6,0
6488,2020-07-28,重庆市,583,576,6,1
6489,2020-07-28,四川省,604,595,3,6
6490,2020-07-28,贵州省,147,145,2,0
6491,2020-07-28,云南省,190,186,2,2
6492,2020-07-28,西藏自治区,1,1,0,0
6493,2020-07-28,陕西省,323,318,3,2
6494,2020-07-28,甘肃省,167,165,2,0
6495,2020-07-28,青海省,18,18,0,0
6496,2020-07-28,宁夏回族自治区,75,75,0,0
6497,2020-07-28,新疆维吾尔自治区,311,79,3,229
6498,2020-07-28,台湾省,467,440,7,20
6499,2020-07-28,香港特别行政区,2884,1527,23,1334
6500,2020-07-28,澳门特别行政区,46,46,0,0
6501,2020-07-29,北京市,932,896,9,27
6502,2020-07-29,天津市,204,195,3,6
6503,2020-07-29,河北省,349,343,6,0
6504,2020-07-29,山西省,201,201,0,0
6505,2020-07-29,内蒙古自治区,258,244,1,13
6506,2020-07-29,辽宁省,217,160,2,55
6507,2020-07-29,吉林省,157,153,2,2
6508,2020-07-29,黑龙江省,947,934,13,0
6509,2020-07-29,上海市,744,719,7,18
6510,2020-07-29,江苏省,655,654,0,1
6511,2020-07-29,浙江省,1270,1268,1,1
6512,2020-07-29,安徽省,991,985,6,0
6513,2020-07-29,福建省,366,362,1,3
6514,2020-07-29,江西省,932,931,1,0
6515,2020-07-29,山东省,799,785,7,7
6516,2020-07-29,河南省,1276,1254,22,0
6517,2020-07-29,湖北省,68135,63623,4512,0
6518,2020-07-29,湖南省,1019,1015,4,0
6519,2020-07-29,广东省,1674,1648,8,18
6520,2020-07-29,广西壮族自治区,255,253,2,0
6521,2020-07-29,海南省,171,165,6,0
6522,2020-07-29,重庆市,583,577,6,0
6523,2020-07-29,四川省,604,596,3,5
6524,2020-07-29,贵州省,147,145,2,0
6525,2020-07-29,云南省,190,186,2,2
6526,2020-07-29,西藏自治区,1,1,0,0
6527,2020-07-29,陕西省,323,318,3,2
6528,2020-07-29,甘肃省,167,165,2,0
6529,2020-07-29,青海省,18,18,0,0
6530,2020-07-29,宁夏回族自治区,75,75,0,0
6531,2020-07-29,新疆维吾尔自治区,400,79,3,318
6532,2020-07-29,台湾省,467,440,7,20
6533,2020-07-29,香港特别行政区,3002,1591,24,1387
6534,2020-07-29,澳门特别行政区,46,46,0,0
6535,2020-07-30,北京市,933,901,9,23
6536,2020-07-30,天津市,205,195,3,7
6537,2020-07-30,河北省,349,343,6,0
6538,2020-07-30,山西省,201,201,0,0
6539,2020-07-30,内蒙古自治区,258,244,1,13
6540,2020-07-30,辽宁省,222,160,2,60
6541,2020-07-30,吉林省,157,153,2,2
6542,2020-07-30,黑龙江省,947,934,13,0
6543,2020-07-30,上海市,744,720,7,17
6544,2020-07-30,江苏省,655,654,0,1
6545,2020-07-30,浙江省,1270,1268,1,1
6546,2020-07-30,安徽省,991,985,6,0
6547,2020-07-30,福建省,366,363,1,2
6548,2020-07-30,江西省,932,931,1,0
6549,2020-07-30,山东省,799,785,7,7
6550,2020-07-30,河南省,1276,1254,22,0
6551,2020-07-30,湖北省,68135,63623,4512,0
6552,2020-07-30,湖南省,1019,1015,4,0
6553,2020-07-30,广东省,1675,1651,8,16
6554,2020-07-30,广西壮族自治区,255,253,2,0
6555,2020-07-30,海南省,171,165,6,0
6556,2020-07-30,重庆市,583,577,6,0
6557,2020-07-30,四川省,604,596,3,5
6558,2020-07-30,贵州省,147,145,2,0
6559,2020-07-30,云南省,191,186,2,3
6560,2020-07-30,西藏自治区,1,1,0,0
6561,2020-07-30,陕西省,324,318,3,3
6562,2020-07-30,甘肃省,167,165,2,0
6563,2020-07-30,青海省,18,18,0,0
6564,2020-07-30,宁夏回族自治区,75,75,0,0
6565,2020-07-30,新疆维吾尔自治区,496,79,3,414
6566,2020-07-30,台湾省,467,440,7,20
6567,2020-07-30,香港特别行政区,3151,1660,24,1467
6568,2020-07-30,澳门特别行政区,46,46,0,0
6569,2020-07-31,北京市,933,911,9,13
6570,2020-07-31,天津市,205,195,3,7
6571,2020-07-31,河北省,349,343,6,0
6572,2020-07-31,山西省,201,201,0,0
6573,2020-07-31,内蒙古自治区,258,244,1,13
6574,2020-07-31,辽宁省,233,160,2,71
6575,2020-07-31,吉林省,157,153,2,2
6576,2020-07-31,黑龙江省,947,934,13,0
6577,2020-07-31,上海市,744,722,7,15
6578,2020-07-31,江苏省,655,654,0,1
6579,2020-07-31,浙江省,1270,1268,1,1
6580,2020-07-31,安徽省,991,985,6,0
6581,2020-07-31,福建省,366,363,1,2
6582,2020-07-31,江西省,932,931,1,0
6583,2020-07-31,山东省,799,785,7,7
6584,2020-07-31,河南省,1276,1254,22,0
6585,2020-07-31,湖北省,68135,63623,4512,0
6586,2020-07-31,湖南省,1019,1015,4,0
6587,2020-07-31,广东省,1678,1653,8,17
6588,2020-07-31,广西壮族自治区,255,253,2,0
6589,2020-07-31,海南省,171,165,6,0
6590,2020-07-31,重庆市,583,577,6,0
6591,2020-07-31,四川省,604,597,3,4
6592,2020-07-31,贵州省,147,145,2,0
6593,2020-07-31,云南省,191,186,2,3
6594,2020-07-31,西藏自治区,1,1,0,0
6595,2020-07-31,陕西省,324,318,3,3
6596,2020-07-31,甘肃省,167,165,2,0
6597,2020-07-31,青海省,18,18,0,0
6598,2020-07-31,宁夏回族自治区,75,75,0,0
6599,2020-07-31,新疆维吾尔自治区,608,82,3,523
6600,2020-07-31,台湾省,467,440,7,20
6601,2020-07-31,香港特别行政区,3272,1751,27,1494
6602,2020-07-31,澳门特别行政区,46,46,0,0
6603,2020-08-01,北京市,933,915,9,9
6604,2020-08-01,天津市,205,196,3,6
6605,2020-08-01,河北省,349,343,6,0
6606,2020-08-01,山西省,201,201,0,0
6607,2020-08-01,内蒙古自治区,258,244,1,13
6608,2020-08-01,辽宁省,241,160,2,79
6609,2020-08-01,吉林省,157,153,2,2
6610,2020-08-01,黑龙江省,947,934,13,0
6611,2020-08-01,上海市,748,725,7,16
6612,2020-08-01,江苏省,655,654,0,1
6613,2020-08-01,浙江省,1270,1268,1,1
6614,2020-08-01,安徽省,991,985,6,0
6615,2020-08-01,福建省,366,363,1,2
6616,2020-08-01,江西省,932,931,1,0
6617,2020-08-01,山东省,799,786,7,6
6618,2020-08-01,河南省,1276,1254,22,0
6619,2020-08-01,湖北省,68135,63623,4512,0
6620,2020-08-01,湖南省,1019,1015,4,0
6621,2020-08-01,广东省,1680,1653,8,19
6622,2020-08-01,广西壮族自治区,255,253,2,0
6623,2020-08-01,海南省,171,165,6,0
6624,2020-08-01,重庆市,583,577,6,0
6625,2020-08-01,四川省,604,597,3,4
6626,2020-08-01,贵州省,147,145,2,0
6627,2020-08-01,云南省,191,187,2,2
6628,2020-08-01,西藏自治区,1,1,0,0
6629,2020-08-01,陕西省,324,318,3,3
6630,2020-08-01,甘肃省,167,165,2,0
6631,2020-08-01,青海省,18,18,0,0
6632,2020-08-01,宁夏回族自治区,75,75,0,0
6633,2020-08-01,新疆维吾尔自治区,639,96,3,540
6634,2020-08-01,台湾省,474,441,7,26
6635,2020-08-01,香港特别行政区,3397,1858,31,1508
6636,2020-08-01,澳门特别行政区,46,46,0,0
6637,2020-08-02,北京市,933,917,9,7
6638,2020-08-02,天津市,205,196,3,6
6639,2020-08-02,河北省,349,343,6,0
6640,2020-08-02,山西省,201,201,0,0
6641,2020-08-02,内蒙古自治区,258,244,1,13
6642,2020-08-02,辽宁省,244,160,2,82
6643,2020-08-02,吉林省,157,153,2,2
6644,2020-08-02,黑龙江省,947,934,13,0
6645,2020-08-02,上海市,749,725,7,17
6646,2020-08-02,江苏省,655,654,0,1
6647,2020-08-02,浙江省,1270,1268,1,1
6648,2020-08-02,安徽省,991,985,6,0
6649,2020-08-02,福建省,367,363,1,3
6650,2020-08-02,江西省,932,931,1,0
6651,2020-08-02,山东省,802,786,7,9
6652,2020-08-02,河南省,1276,1254,22,0
6653,2020-08-02,湖北省,68138,63623,4512,3
6654,2020-08-02,湖南省,1019,1015,4,0
6655,2020-08-02,广东省,1682,1654,8,20
6656,2020-08-02,广西壮族自治区,255,253,2,0
6657,2020-08-02,海南省,171,165,6,0
6658,2020-08-02,重庆市,583,577,6,0
6659,2020-08-02,四川省,608,597,3,8
6660,2020-08-02,贵州省,147,145,2,0
6661,2020-08-02,云南省,191,187,2,2
6662,2020-08-02,西藏自治区,1,1,0,0
6663,2020-08-02,陕西省,326,318,3,5
6664,2020-08-02,甘肃省,167,165,2,0
6665,2020-08-02,青海省,18,18,0,0
6666,2020-08-02,宁夏回族自治区,75,75,0,0
6667,2020-08-02,新疆维吾尔自治区,668,103,3,562
6668,2020-08-02,台湾省,475,441,7,27
6669,2020-08-02,香港特别行政区,3511,1959,34,1518
6670,2020-08-02,澳门特别行政区,46,46,0,0
6671,2020-08-03,北京市,933,917,9,7
6672,2020-08-03,天津市,205,196,3,6
6673,2020-08-03,河北省,349,343,6,0
6674,2020-08-03,山西省,201,201,0,0
6675,2020-08-03,内蒙古自治区,258,244,1,13
6676,2020-08-03,辽宁省,253,160,2,91
6677,2020-08-03,吉林省,157,153,2,2
6678,2020-08-03,黑龙江省,947,934,13,0
6679,2020-08-03,上海市,749,727,7,15
6680,2020-08-03,江苏省,658,654,0,4
6681,2020-08-03,浙江省,1270,1268,1,1
6682,2020-08-03,安徽省,991,985,6,0
6683,2020-08-03,福建省,367,363,1,3
6684,2020-08-03,江西省,932,931,1,0
6685,2020-08-03,山东省,804,786,7,11
6686,2020-08-03,河南省,1276,1254,22,0
6687,2020-08-03,湖北省,68138,63623,4512,3
6688,2020-08-03,湖南省,1019,1015,4,0
6689,2020-08-03,广东省,1683,1657,8,18
6690,2020-08-03,广西壮族自治区,255,253,2,0
6691,2020-08-03,海南省,171,165,6,0
6692,2020-08-03,重庆市,583,577,6,0
6693,2020-08-03,四川省,608,597,3,8
6694,2020-08-03,贵州省,147,145,2,0
6695,2020-08-03,云南省,191,187,2,2
6696,2020-08-03,西藏自治区,1,1,0,0
6697,2020-08-03,陕西省,326,318,3,5
6698,2020-08-03,甘肃省,167,165,2,0
6699,2020-08-03,青海省,18,18,0,0
6700,2020-08-03,宁夏回族自治区,75,75,0,0
6701,2020-08-03,新疆维吾尔自治区,696,115,3,578
6702,2020-08-03,台湾省,474,441,7,26
6703,2020-08-03,香港特别行政区,3591,2037,37,1517
6704,2020-08-03,澳门特别行政区,46,46,0,0
6705,2020-08-04,北京市,933,918,9,6
6706,2020-08-04,天津市,205,196,3,6
6707,2020-08-04,河北省,349,343,6,0
6708,2020-08-04,山西省,201,201,0,0
6709,2020-08-04,内蒙古自治区,258,244,1,13
6710,2020-08-04,辽宁省,255,160,2,93
6711,2020-08-04,吉林省,157,153,2,2
6712,2020-08-04,黑龙江省,947,934,13,0
6713,2020-08-04,上海市,750,727,7,16
6714,2020-08-04,江苏省,658,654,0,4
6715,2020-08-04,浙江省,1270,1268,1,1
6716,2020-08-04,安徽省,991,985,6,0
6717,2020-08-04,福建省,367,363,1,3
6718,2020-08-04,江西省,932,931,1,0
6719,2020-08-04,山东省,804,786,7,11
6720,2020-08-04,河南省,1276,1254,22,0
6721,2020-08-04,湖北省,68138,63623,4512,3
6722,2020-08-04,湖南省,1019,1015,4,0
6723,2020-08-04,广东省,1687,1659,8,20
6724,2020-08-04,广西壮族自治区,255,253,2,0
6725,2020-08-04,海南省,171,165,6,0
6726,2020-08-04,重庆市,583,577,6,0
6727,2020-08-04,四川省,609,597,3,9
6728,2020-08-04,贵州省,147,145,2,0
6729,2020-08-04,云南省,191,187,2,2
6730,2020-08-04,西藏自治区,1,1,0,0
6731,2020-08-04,陕西省,326,318,3,5
6732,2020-08-04,甘肃省,167,165,2,0
6733,2020-08-04,青海省,18,18,0,0
6734,2020-08-04,宁夏回族自治区,75,75,0,0
6735,2020-08-04,新疆维吾尔自治区,724,115,3,606
6736,2020-08-04,台湾省,474,441,7,26
6737,2020-08-04,香港特别行政区,3669,2141,42,1486
6738,2020-08-04,澳门特别行政区,46,46,0,0
6739,2020-08-05,北京市,934,919,9,6
6740,2020-08-05,天津市,205,197,3,5
6741,2020-08-05,河北省,349,343,6,0
6742,2020-08-05,山西省,201,201,0,0
6743,2020-08-05,内蒙古自治区,258,247,1,10
6744,2020-08-05,辽宁省,255,161,2,92
6745,2020-08-05,吉林省,157,154,2,1
6746,2020-08-05,黑龙江省,947,934,13,0
6747,2020-08-05,上海市,752,727,7,18
6748,2020-08-05,江苏省,658,654,0,4
6749,2020-08-05,浙江省,1270,1268,1,1
6750,2020-08-05,安徽省,991,985,6,0
6751,2020-08-05,福建省,367,363,1,3
6752,2020-08-05,江西省,932,931,1,0
6753,2020-08-05,山东省,804,786,7,11
6754,2020-08-05,河南省,1276,1254,22,0
6755,2020-08-05,湖北省,68138,63623,4512,3
6756,2020-08-05,湖南省,1019,1015,4,0
6757,2020-08-05,广东省,1687,1661,8,18
6758,2020-08-05,广西壮族自治区,255,253,2,0
6759,2020-08-05,海南省,171,165,6,0
6760,2020-08-05,重庆市,583,577,6,0
6761,2020-08-05,四川省,610,598,3,9
6762,2020-08-05,贵州省,147,145,2,0
6763,2020-08-05,云南省,191,187,2,2
6764,2020-08-05,西藏自治区,1,1,0,0
6765,2020-08-05,陕西省,327,318,3,6
6766,2020-08-05,甘肃省,167,165,2,0
6767,2020-08-05,青海省,18,18,0,0
6768,2020-08-05,宁夏回族自治区,75,75,0,0
6769,2020-08-05,新疆维吾尔自治区,746,132,3,611
6770,2020-08-05,台湾省,476,443,7,26
6771,2020-08-05,香港特别行政区,3754,2314,43,1397
6772,2020-08-05,澳门特别行政区,46,46,0,0
6773,2020-08-06,北京市,934,919,9,6
6774,2020-08-06,天津市,205,197,3,5
6775,2020-08-06,河北省,349,343,6,0
6776,2020-08-06,山西省,201,201,0,0
6777,2020-08-06,内蒙古自治区,258,247,1,10
6778,2020-08-06,辽宁省,258,165,2,91
6779,2020-08-06,吉林省,157,154,2,1
6780,2020-08-06,黑龙江省,947,934,13,0
6781,2020-08-06,上海市,757,728,7,22
6782,2020-08-06,江苏省,658,654,0,4
6783,2020-08-06,浙江省,1270,1268,1,1
6784,2020-08-06,安徽省,991,985,6,0
6785,2020-08-06,福建省,367,363,1,3
6786,2020-08-06,江西省,932,931,1,0
6787,2020-08-06,山东省,805,786,7,12
6788,2020-08-06,河南省,1276,1254,22,0
6789,2020-08-06,湖北省,68138,63623,4512,3
6790,2020-08-06,湖南省,1019,1015,4,0
6791,2020-08-06,广东省,1687,1661,8,18
6792,2020-08-06,广西壮族自治区,255,253,2,0
6793,2020-08-06,海南省,171,165,6,0
6794,2020-08-06,重庆市,583,577,6,0
6795,2020-08-06,四川省,610,598,3,9
6796,2020-08-06,贵州省,147,145,2,0
6797,2020-08-06,云南省,191,187,2,2
6798,2020-08-06,西藏自治区,1,1,0,0
6799,2020-08-06,陕西省,328,318,3,7
6800,2020-08-06,甘肃省,167,165,2,0
6801,2020-08-06,青海省,18,18,0,0
6802,2020-08-06,宁夏回族自治区,75,75,0,0
6803,2020-08-06,新疆维吾尔自治区,773,133,3,637
6804,2020-08-06,台湾省,477,441,7,29
6805,2020-08-06,香港特别行政区,3849,2458,44,1347
6806,2020-08-06,澳门特别行政区,46,46,0,0
6807,2020-08-07,北京市,935,920,9,6
6808,2020-08-07,天津市,205,197,3,5
6809,2020-08-07,河北省,349,343,6,0
6810,2020-08-07,山西省,201,201,0,0
6811,2020-08-07,内蒙古自治区,258,247,1,10
6812,2020-08-07,辽宁省,259,165,2,92
6813,2020-08-07,吉林省,157,154,2,1
6814,2020-08-07,黑龙江省,947,934,13,0
6815,2020-08-07,上海市,764,728,7,29
6816,2020-08-07,江苏省,659,654,0,5
6817,2020-08-07,浙江省,1270,1268,1,1
6818,2020-08-07,安徽省,991,985,6,0
6819,2020-08-07,福建省,367,363,1,3
6820,2020-08-07,江西省,932,931,1,0
6821,2020-08-07,山东省,805,787,7,11
6822,2020-08-07,河南省,1276,1254,22,0
6823,2020-08-07,湖北省,68138,63623,4512,3
6824,2020-08-07,湖南省,1019,1015,4,0
6825,2020-08-07,广东省,1687,1663,8,16
6826,2020-08-07,广西壮族自治区,255,253,2,0
6827,2020-08-07,海南省,171,165,6,0
6828,2020-08-07,重庆市,583,577,6,0
6829,2020-08-07,四川省,611,599,3,9
6830,2020-08-07,贵州省,147,145,2,0
6831,2020-08-07,云南省,191,187,2,2
6832,2020-08-07,西藏自治区,1,1,0,0
6833,2020-08-07,陕西省,328,318,3,7
6834,2020-08-07,甘肃省,167,165,2,0
6835,2020-08-07,青海省,18,18,0,0
6836,2020-08-07,宁夏回族自治区,75,75,0,0
6837,2020-08-07,新疆维吾尔自治区,799,181,3,615
6838,2020-08-07,台湾省,477,441,7,29
6839,2020-08-07,香港特别行政区,3938,2620,46,1272
6840,2020-08-07,澳门特别行政区,46,46,0,0
6841,2020-08-08,北京市,935,920,9,6
6842,2020-08-08,天津市,205,199,3,3
6843,2020-08-08,河北省,349,343,6,0
6844,2020-08-08,山西省,201,201,0,0
6845,2020-08-08,内蒙古自治区,258,247,1,10
6846,2020-08-08,辽宁省,259,173,2,84
6847,2020-08-08,吉林省,157,154,2,1
6848,2020-08-08,黑龙江省,947,934,13,0
6849,2020-08-08,上海市,766,730,7,29
6850,2020-08-08,江苏省,659,654,0,5
6851,2020-08-08,浙江省,1271,1268,1,2
6852,2020-08-08,安徽省,991,985,6,0
6853,2020-08-08,福建省,367,363,1,3
6854,2020-08-08,江西省,932,931,1,0
6855,2020-08-08,山东省,806,788,7,11
6856,2020-08-08,河南省,1276,1254,22,0
6857,2020-08-08,湖北省,68139,63623,4512,4
6858,2020-08-08,湖南省,1019,1015,4,0
6859,2020-08-08,广东省,1688,1664,8,16
6860,2020-08-08,广西壮族自治区,255,253,2,0
6861,2020-08-08,海南省,171,165,6,0
6862,2020-08-08,重庆市,583,577,6,0
6863,2020-08-08,四川省,611,599,3,9
6864,2020-08-08,贵州省,147,145,2,0
6865,2020-08-08,云南省,191,187,2,2
6866,2020-08-08,西藏自治区,1,1,0,0
6867,2020-08-08,陕西省,328,318,3,7
6868,2020-08-08,甘肃省,167,165,2,0
6869,2020-08-08,青海省,18,18,0,0
6870,2020-08-08,宁夏回族自治区,75,75,0,0
6871,2020-08-08,新疆维吾尔自治区,824,211,3,610
6872,2020-08-08,台湾省,479,441,7,31
6873,2020-08-08,香港特别行政区,4007,2755,47,1205
6874,2020-08-08,澳门特别行政区,46,46,0,0
6875,2020-08-09,北京市,935,920,9,6
6876,2020-08-09,天津市,205,200,3,2
6877,2020-08-09,河北省,349,343,6,0
6878,2020-08-09,山西省,201,201,0,0
6879,2020-08-09,内蒙古自治区,258,247,1,10
6880,2020-08-09,辽宁省,259,181,2,76
6881,2020-08-09,吉林省,157,154,2,1
6882,2020-08-09,黑龙江省,947,934,13,0
6883,2020-08-09,上海市,768,731,7,30
6884,2020-08-09,江苏省,659,654,0,5
6885,2020-08-09,浙江省,1272,1268,1,3
6886,2020-08-09,安徽省,991,985,6,0
6887,2020-08-09,福建省,367,363,1,3
6888,2020-08-09,江西省,932,931,1,0
6889,2020-08-09,山东省,806,788,7,11
6890,2020-08-09,河南省,1276,1254,22,0
6891,2020-08-09,湖北省,68139,63623,4512,4
6892,2020-08-09,湖南省,1019,1015,4,0
6893,2020-08-09,广东省,1693,1669,8,16
6894,2020-08-09,广西壮族自治区,255,253,2,0
6895,2020-08-09,海南省,171,165,6,0
6896,2020-08-09,重庆市,583,577,6,0
6897,2020-08-09,四川省,611,599,3,9
6898,2020-08-09,贵州省,147,145,2,0
6899,2020-08-09,云南省,191,188,2,1
6900,2020-08-09,西藏自治区,1,1,0,0
6901,2020-08-09,陕西省,328,319,3,6
6902,2020-08-09,甘肃省,167,165,2,0
6903,2020-08-09,青海省,18,18,0,0
6904,2020-08-09,宁夏回族自治区,75,75,0,0
6905,2020-08-09,新疆维吾尔自治区,839,258,3,578
6906,2020-08-09,台湾省,477,441,7,29
6907,2020-08-09,香港特别行政区,4079,2847,52,1180
6908,2020-08-09,澳门特别行政区,46,46,0,0
6909,2020-08-10,北京市,935,920,9,6
6910,2020-08-10,天津市,205,201,3,1
6911,2020-08-10,河北省,349,343,6,0
6912,2020-08-10,山西省,201,201,0,0
6913,2020-08-10,内蒙古自治区,258,253,1,4
6914,2020-08-10,辽宁省,261,186,2,73
6915,2020-08-10,吉林省,157,154,2,1
6916,2020-08-10,黑龙江省,947,934,13,0
6917,2020-08-10,上海市,786,731,7,48
6918,2020-08-10,江苏省,659,654,0,5
6919,2020-08-10,浙江省,1273,1268,1,4
6920,2020-08-10,安徽省,991,985,6,0
6921,2020-08-10,福建省,367,363,1,3
6922,2020-08-10,江西省,932,931,1,0
6923,2020-08-10,山东省,810,788,7,15
6924,2020-08-10,河南省,1276,1254,22,0
6925,2020-08-10,湖北省,68139,63623,4512,4
6926,2020-08-10,湖南省,1019,1015,4,0
6927,2020-08-10,广东省,1696,1671,8,17
6928,2020-08-10,广西壮族自治区,255,253,2,0
6929,2020-08-10,海南省,171,165,6,0
6930,2020-08-10,重庆市,583,577,6,0
6931,2020-08-10,四川省,615,599,3,13
6932,2020-08-10,贵州省,147,145,2,0
6933,2020-08-10,云南省,191,188,2,1
6934,2020-08-10,西藏自治区,1,1,0,0
6935,2020-08-10,陕西省,331,319,3,9
6936,2020-08-10,甘肃省,169,165,2,2
6937,2020-08-10,青海省,18,18,0,0
6938,2020-08-10,宁夏回族自治区,75,75,0,0
6939,2020-08-10,新疆维吾尔自治区,853,296,3,554
6940,2020-08-10,台湾省,477,441,7,29
6941,2020-08-10,香港特别行政区,4148,2917,55,1176
6942,2020-08-10,澳门特别行政区,46,46,0,0
6943,2020-08-11,北京市,935,920,9,6
6944,2020-08-11,天津市,205,202,3,0
6945,2020-08-11,河北省,350,343,6,1
6946,2020-08-11,山西省,201,201,0,0
6947,2020-08-11,内蒙古自治区,258,253,1,4
6948,2020-08-11,辽宁省,261,191,2,68
6949,2020-08-11,吉林省,157,154,2,1
6950,2020-08-11,黑龙江省,948,934,13,1
6951,2020-08-11,上海市,794,737,7,50
6952,2020-08-11,江苏省,659,655,0,4
6953,2020-08-11,浙江省,1274,1268,1,5
6954,2020-08-11,安徽省,991,985,6,0
6955,2020-08-11,福建省,367,363,1,3
6956,2020-08-11,江西省,932,931,1,0
6957,2020-08-11,山东省,816,788,7,21
6958,2020-08-11,河南省,1276,1254,22,0
6959,2020-08-11,湖北省,68139,63623,4512,4
6960,2020-08-11,湖南省,1019,1015,4,0
6961,2020-08-11,广东省,1699,1672,8,19
6962,2020-08-11,广西壮族自治区,255,253,2,0
6963,2020-08-11,海南省,171,165,6,0
6964,2020-08-11,重庆市,583,577,6,0
6965,2020-08-11,四川省,615,599,3,13
6966,2020-08-11,贵州省,147,145,2,0
6967,2020-08-11,云南省,191,188,2,1
6968,2020-08-11,西藏自治区,1,1,0,0
6969,2020-08-11,陕西省,340,322,3,15
6970,2020-08-11,甘肃省,169,165,2,2
6971,2020-08-11,青海省,18,18,0,0
6972,2020-08-11,宁夏回族自治区,75,75,0,0
6973,2020-08-11,新疆维吾尔自治区,866,337,3,526
6974,2020-08-11,台湾省,477,441,7,29
6975,2020-08-11,香港特别行政区,4181,3052,58,1071
6976,2020-08-11,澳门特别行政区,46,46,0,0
6977,2020-08-12,北京市,935,920,9,6
6978,2020-08-12,天津市,205,202,3,0
6979,2020-08-12,河北省,350,343,6,1
6980,2020-08-12,山西省,201,201,0,0
6981,2020-08-12,内蒙古自治区,259,254,1,4
6982,2020-08-12,辽宁省,261,202,2,57
6983,2020-08-12,吉林省,157,154,2,1
6984,2020-08-12,黑龙江省,948,934,13,1
6985,2020-08-12,上海市,798,737,7,54
6986,2020-08-12,江苏省,659,656,0,3
6987,2020-08-12,浙江省,1275,1268,1,6
6988,2020-08-12,安徽省,991,985,6,0
6989,2020-08-12,福建省,368,363,1,4
6990,2020-08-12,江西省,932,931,1,0
6991,2020-08-12,山东省,817,788,7,22
6992,2020-08-12,河南省,1276,1254,22,0
6993,2020-08-12,湖北省,68139,63623,4512,4
6994,2020-08-12,湖南省,1019,1015,4,0
6995,2020-08-12,广东省,1705,1676,8,21
6996,2020-08-12,广西壮族自治区,255,253,2,0
6997,2020-08-12,海南省,171,165,6,0
6998,2020-08-12,重庆市,583,577,6,0
6999,2020-08-12,四川省,616,600,3,13
7000,2020-08-12,贵州省,147,145,2,0
7001,2020-08-12,云南省,191,188,2,1
7002,2020-08-12,西藏自治区,1,1,0,0
7003,2020-08-12,陕西省,341,323,3,15
7004,2020-08-12,甘肃省,169,165,2,2
7005,2020-08-12,青海省,18,18,0,0
7006,2020-08-12,宁夏回族自治区,75,75,0,0
7007,2020-08-12,新疆维吾尔自治区,875,375,3,497
7008,2020-08-12,台湾省,481,443,7,31
7009,2020-08-12,香港特别行政区,4243,3052,63,1128
7010,2020-08-12,澳门特别行政区,46,46,0,0
7011,2020-08-13,北京市,935,920,9,6
7012,2020-08-13,天津市,205,202,3,0
7013,2020-08-13,河北省,351,343,6,2
7014,2020-08-13,山西省,201,201,0,0
7015,2020-08-13,内蒙古自治区,259,254,1,4
7016,2020-08-13,辽宁省,261,207,2,52
7017,2020-08-13,吉林省,157,154,2,1
7018,2020-08-13,黑龙江省,948,934,13,1
7019,2020-08-13,上海市,800,739,7,54
7020,2020-08-13,江苏省,659,655,0,4
7021,2020-08-13,浙江省,1275,1268,1,6
7022,2020-08-13,安徽省,991,985,6,0
7023,2020-08-13,福建省,368,364,1,3
7024,2020-08-13,江西省,932,931,1,0
7025,2020-08-13,山东省,821,789,7,25
7026,2020-08-13,河南省,1276,1254,22,0
7027,2020-08-13,湖北省,68139,63623,4512,4
7028,2020-08-13,湖南省,1019,1015,4,0
7029,2020-08-13,广东省,1707,1678,8,21
7030,2020-08-13,广西壮族自治区,255,253,2,0
7031,2020-08-13,海南省,171,165,6,0
7032,2020-08-13,重庆市,583,577,6,0
7033,2020-08-13,四川省,618,602,3,13
7034,2020-08-13,贵州省,147,145,2,0
7035,2020-08-13,云南省,191,188,2,1
7036,2020-08-13,西藏自治区,1,1,0,0
7037,2020-08-13,陕西省,341,324,3,14
7038,2020-08-13,甘肃省,169,165,2,2
7039,2020-08-13,青海省,18,18,0,0
7040,2020-08-13,宁夏回族自治区,75,75,0,0
7041,2020-08-13,新疆维吾尔自治区,883,424,3,456
7042,2020-08-13,台湾省,481,450,7,24
7043,2020-08-13,香港特别行政区,4312,3295,65,952
7044,2020-08-13,澳门特别行政区,46,46,0,0
7045,2020-08-14,北京市,935,922,9,4
7046,2020-08-14,天津市,205,202,3,0
7047,2020-08-14,河北省,351,343,6,2
7048,2020-08-14,山西省,201,201,0,0
7049,2020-08-14,内蒙古自治区,259,255,1,3
7050,2020-08-14,辽宁省,261,220,2,39
7051,2020-08-14,吉林省,157,154,2,1
